"","p_distribution"
"3623",30.405
"3624",29.552
"3625",29.878
"3626",30.232
"3627",30.372
"3628",30.827
"3629",28.456
"3630",23.414
"3631",31.005
"3632",26.016
"3633",27.251
"3634",27.96
"3635",26.625
"3636",25.222
"3637",32.032
"3638",24.858
"3639",27.801
"3640",25.898
"3641",31.13
"3642",24.485
"3643",26.897
"3644",26.102
"3645",24.641
"3646",27.953
"3647",28.815
"3648",30.202
"3649",24.295
"3650",31.112
"3651",26.317
"3652",28.763
"3653",27.701
"3654",24.983
"3655",25.723
"3656",24.113
"3657",27.174
"3658",29.53
"3659",30.392
"3660",23.961
"3661",29.76
"3662",31.134
"3663",27.751
"3664",30.322
"3665",28.854
"3666",28.598
"3667",28.673
"3668",28.458
"3669",27.082
"3670",29.64
"3671",26.407
"3672",29.929
"3673",29.642
"3674",29.539
"3675",29.728
"3676",25.505
"3677",29.169
"3678",30.252
"3679",29.495
"3680",20.67
"3681",31.19
"3682",25.971
"3683",30.01
"3684",29.459
"3685",31.721
"3686",26.27
"3687",28.356
"3688",28.485
"3689",31.567
"3690",28.735
"3691",26.732
"3692",26.679
"3693",27.776
"3694",28.602
"3695",27.344
"3696",24.524
"3697",29.069
"3698",24.732
"3699",29.091
"3700",25.55
"3701",28.98
"3702",26.336
"3703",29.369
"3704",26.759
"3705",26.19
"3706",28.539
"3707",25.076
"3708",28.345
"3709",27.919
"3710",32.573
"3711",22.677
"3712",31.135
"3713",31.895
"3714",28.819
"3715",27.589
"3716",30.057
"3717",31.512
"3718",29.398
"3719",30.885
"3720",30.352
"3721",28.123
"3722",31.104
"3723",27.516
"3724",28.76
"3725",26.788
"3726",27.43
"3727",28.097
"3728",27.087
"3729",27.843
"3730",25.682
"3731",30.04
"3732",30.139
"3733",26.76
"3734",26.975
"3735",26.446
"3736",27.506
"3737",30.449
"3738",29.896
"3739",31.745
"3740",24.959
"3741",29.126
"3742",26.858
"3743",27.79
"3744",26.708
"3745",30.919
"3746",30.423
"3747",29.307
"3748",25.506
"3749",21.128
"3750",28.276
"3751",25.669
"3752",25.885
"3753",29.079
"3754",26.583
"3755",30.714
"3756",27.477
"3757",28.207
"3758",27.293
"3759",28.389
"3760",29.355
"3761",30.505
"3762",27.401
"3763",29.853
"3764",23.415
"3765",30.397
"3766",26.534
"3767",28.326
"3768",28.493
"3769",24.04
"3770",29.912
"3771",29.417
"3772",25.06
"3773",25.694
"3774",29.723
"3775",28.911
"3776",29.49
"3777",27.924
"3778",27.784
"3779",26.294
"3780",28.599
"3781",31.331
"3782",27.528
"3783",29.152
"3784",28.236
"3785",24.907
"3786",29.445
"3787",25.146
"3788",23.285
"3789",27.832
"3790",26.414
"3791",28.15
"3792",25.142
"3793",29.862
"3794",25.583
"3795",28.678
"3796",28.674
"3797",29.1
"3798",31.363
"3799",31.993
"3800",29.196
"3801",30.611
"3802",30.995
"3803",25.052
"3804",27.079
"3805",29.188
"3806",27.172
"3807",31.593
"3808",29.716
"3809",31.335
"3810",27.536
"3811",25.742
"3812",29.27
"3813",28.892
"3814",28.301
"3815",27.777
"3816",27.499
"3817",26.19
"3818",30.505
"3819",29.774
"3820",23.724
"3821",27.445
"3822",31.863
"3823",28.368
"3824",28.473
"3825",29.389
"3826",32.853
"3827",32.175
"3828",22.431
"3829",27.316
"3830",29.169
"3831",27.693
"3832",30.658
"3833",27.849
"3834",28.743
"3835",22.832
"3836",25.089
"3837",21.707
"3838",32.568
"3839",28.439
"3840",28.943
"3841",30.936
"3842",27.425
"3843",29.366
"3844",29.666
"3845",28.464
"3846",30.887
"3847",25.576
"3848",29.258
"3849",27.354
"3850",27.938
"3851",27.655
"3852",31.487
"3853",29.035
"3854",28.1
"3855",29.255
"3856",30.738
"3857",28.431
"3858",30.416
"3859",29.895
"3860",30.016
"3861",30.544
"3862",30.067
"3863",30.129
"3864",33.164
"3865",28.055
"3866",31.046
"3867",28.585
"3868",33.826
"3869",28.976
"3870",29.566
"3871",29.013
"3872",25.022
"3873",27.198
"3874",28.28
"3875",23.753
"3876",26.049
"3877",27.922
"3878",26.826
"3879",23.194
"3880",29.834
"3881",27.19
"3882",31.882
"3883",29.364
"3884",26.863
"3885",30.386
"3886",31.428
"3887",29.923
"3888",24.937
"3889",29.776
"3890",27.24
"3891",27.914
"3892",28.713
"3893",28.6
"3894",31.53
"3895",27.844
"3896",29.717
"3897",33.254
"3898",26.786
"3899",26.519
"3900",26.724
"3901",29.876
"3902",23.724
"3903",30.043
"3904",26.411
"3905",28.63
"3906",29.48
"3907",27.48
"3908",28.611
"3909",29.236
"3910",31.498
"3911",27.618
"3912",28.143
"3913",30.029
"3914",28.42
"3915",31.974
"3916",23.653
"3917",25.019
"3918",31.133
"3919",28.245
"3920",28.256
"3921",24.175
"3922",28.11
"3923",25.694
"3924",27.739
"3925",25.592
"3926",28.41
"3927",31.837
"3928",24.137
"3929",28.632
"3930",27.853
"3931",31.439
"3932",29.519
"3933",24.345
"3934",28.062
"3935",25.22
"3936",25.733
"3937",28.122
"3938",29.223
"3939",31.062
"3940",27.274
"3941",29.652
"3942",26.295
"3943",30.615
"3944",28.737
"3945",29.887
"3946",24.235
"3947",28.952
"3948",29.171
"3949",30.887
"3950",24.69
"3951",27.045
"3952",29.557
"3953",29.684
"3954",26.428
"3955",31.137
"3956",32.104
"3957",28.724
"3958",32.764
"3959",23.102
"3960",29.31
"3961",26.041
"3962",27.368
"3963",26.795
"3964",29.919
"3965",29.989
"3966",30.872
"3967",24.646
"3968",28.653
"3969",25.591
"3970",27.216
"3971",28.731
"3972",28.211
"3973",32.531
"3974",28.852
"3975",28.818
"3976",28.971
"3977",22.74
"3978",30.863
"3979",29.432
"3980",27.546
"3981",25.566
"3982",27.577
"3983",25.306
"3984",29.133
"3985",29.552
"3986",27.623
"3987",30.108
"3988",29.964
"3989",30.045
"3990",29.745
"3991",29.935
"3992",25.865
"3993",28.6
"3994",25.988
"3995",27.775
"3996",29.62
"3997",27.857
"3998",24.002
"3999",29.475
"4000",28.223
"4001",28.038
"4002",31.886
"4003",24.755
"4004",23.617
"4005",27.712
"4006",27.504
"4007",26.954
"4008",26.371
"4009",25.545
"4010",28.825
"4011",26.464
"4012",26.647
"4013",24.566
"4014",32.816
"4015",28.334
"4016",28.324
"4017",28.937
"4018",30.787
"4019",30.222
"4020",28.591
"4021",28.136
"4022",30.785
"4023",25.776
"4024",29.718
"4025",32.261
"4026",26.632
"4027",29.471
"4028",28.09
"4029",27.73
"4030",29.197
"4031",30.116
"4032",25.897
"4033",27.685
"4034",28.449
"4035",27.876
"4036",24.887
"4037",27.415
"4038",26.56
"4039",29.173
"4040",30.692
"4041",32.804
"4042",23.344
"4043",28.996
"4044",30.166
"4045",25.801
"4046",27.096
"4047",29.178
"4048",29.909
"4049",28.127
"4050",25.731
"4051",21.452
"4052",25.663
"4053",27.638
"4054",31.533
"4055",28.84
"4056",26.525
"4057",27.277
"4058",26.176
"4059",29.496
"4060",27.142
"4061",25.508
"4062",28.697
"4063",27.661
"4064",23.266
"4065",26.212
"4066",26.265
"4067",30.025
"4068",23.193
"4069",27.78
"4070",26.789
"4071",29.289
"4072",31.017
"4073",27.989
"4074",27.03
"4075",28.765
"4076",26.534
"4077",26.918
"4078",23.472
"4079",26.108
"4080",29.978
"4081",29.494
"4082",25.368
"4083",29.12
"4084",28.399
"4085",32.19
"4086",26.989
"4087",29.603
"4088",27.409
"4089",25.167
"4090",30.184
"4091",28.891
"4092",27.099
"4093",25.166
"4094",25.443
"4095",28.487
"4096",26.569
"4097",28.058
"4098",26.819
"4099",27.856
"4100",26.722
"4101",26.498
"4102",25.74
"4103",31.141
"4104",27.882
"4105",27.717
"4106",26.858
"4107",24.376
"4108",30.077
"4109",27.801
"4110",28.259
"4111",33.266
"4112",29.714
"4113",27.12
"4114",25.389
"4115",24.412
"4116",27.673
"4117",25.565
"4118",21.555
"4119",30.649
"4120",23.642
"4121",25.961
"4122",26.37
"4123",23.653
"4124",29.987
"4125",29.88
"4126",28.67
"4127",25.273
"4128",30.275
"4129",27.601
"4130",27.954
"4131",29.628
"4132",27.183
"4133",28.997
"4134",31.326
"4135",30.769
"4136",31.997
"4137",26.16
"4138",25.92
"4139",28.866
"4140",28.989
"4141",29.386
"4142",26.558
"4143",25.547
"4144",29.176
"4145",27.71
"4146",29.223
"4147",28.262
"4148",24.548
"4149",27.057
"4150",29.486
"4151",29.468
"4152",25.46
"4153",25.492
"4154",27.681
"4155",33.003
"4156",28.288
"4157",28.851
"4158",29.386
"4159",26.542
"4160",27.839
"4161",27.378
"4162",20.678
"4163",28.969
"4164",23.967
"4165",29.022
"4166",25.884
"4167",24.089
"4168",28.843
"4169",26.903
"4170",26.539
"4171",28.197
"4172",27.455
"4173",25.616
"4174",26.968
"4175",27.639
"4176",29.663
"4177",28.64
"4178",24.603
"4179",29.616
"4180",28.692
"4181",29.429
"4182",30.96
"4183",28.005
"4184",27.852
"4185",22.766
"4186",32.345
"4187",29.58
"4188",25.981
"4189",24.833
"4190",30.644
"4191",28.721
"4192",29.779
"4193",27.936
"4194",28.3
"4195",29.275
"4196",26.137
"4197",27.607
"4198",25.747
"4199",29.682
"4200",24.767
"4201",24.61
"4202",28.572
"4203",28.108
"4204",27.994
"4205",30.272
"4206",28.151
"4207",26.446
"4208",29.544
"4209",26.65
"4210",34.41
"4211",29.095
"4212",29.382
"4213",25.369
"4214",25.77
"4215",26.927
"4216",28.4
"4217",27.614
"4218",31.381
"4219",27.449
"4220",28.805
"4221",22.907
"4222",28.882
"4223",27.852
"4224",32.77
"4225",29.709
"4226",28.755
"4227",28.164
"4228",26.024
"4229",30.531
"4230",24.947
"4231",25.221
"4232",30.113
"4233",28.233
"4234",26.479
"4235",29.71
"4236",28.479
"4237",30.803
"4238",29.053
"4239",32.173
"4240",27.983
"4241",27.298
"4242",27.564
"4243",29.762
"4244",26.866
"4245",27.205
"4246",27.22
"4247",27.055
"4248",29.059
"4249",29.018
"4250",27.438
"4251",27.357
"4252",27.143
"4253",21.423
"4254",27.626
"4255",29.522
"4256",26.481
"4257",27.489
"4258",21.858
"4259",28.13
"4260",28.952
"4261",27.484
"4262",24.743
"4263",24.12
"4264",31.458
"4265",25.881
"4266",29.913
"4267",29.002
"4268",29.462
"4269",27.334
"4270",27.019
"4271",24.961
"4272",27.687
"4273",30.082
"4274",26.543
"4275",26.643
"4276",30.068
"4277",28.958
"4278",24.985
"4279",30.489
"4280",23.353
"4281",28.916
"4282",27.706
"4283",25.997
"4284",28.664
"4285",30.959
"4286",28.545
"4287",35.204
"4288",22.637
"4289",28.066
"4290",28.961
"4291",28.666
"4292",30.602
"4293",29.58
"4294",28.981
"4295",22.934
"4296",25.236
"4297",27.839
"4298",26.911
"4299",27.722
"4300",29.751
"4301",26.05
"4302",27.353
"4303",27.585
"4304",27.01
"4305",27.495
"4306",27.972
"4307",31.402
"4308",30.169
"4309",22.921
"4310",30.075
"4311",27.974
"4312",27.75
"4313",25.738
"4314",29.144
"4315",25.735
"4316",27.16
"4317",27.27
"4318",26.184
"4319",29.592
"4320",22.922
"4321",30.02
"4322",26.998
"4323",27.485
"4324",27.536
"4325",29.191
"4326",25.613
"4327",31.231
"4328",26.503
"4329",25.984
"4330",31.471
"4331",27.935
"4332",31.154
"4333",29.541
"4334",29.569
"4335",29.683
"4336",27.796
"4337",32.255
"4338",23.556
"4339",28.685
"4340",32.225
"4341",26.49
"4342",30.324
"4343",26.025
"4344",25.416
"4345",26.656
"4346",24.961
"4347",28.035
"4348",28.444
"4349",25.838
"4350",32.764
"4351",29.109
"4352",28.232
"4353",29.442
"4354",28.763
"4355",30.632
"4356",26.461
"4357",28.308
"4358",30.061
"4359",28.085
"4360",26.331
"4361",29.441
"4362",23.793
"4363",23.506
"4364",25.543
"4365",29.742
"4366",26.002
"4367",26.707
"4368",28.504
"4369",27.438
"4370",28.799
"4371",24.849
"4372",27.941
"4373",29.298
"4374",30.364
"4375",24.703
"4376",33.832
"4377",26.844
"4378",25.883
"4379",26.021
"4380",34.233
"4381",24.076
"4382",33.06
"4383",25.263
"4384",29.455
"4385",27.912
"4386",28.835
"4387",24.666
"4388",24.074
"4389",23.858
"4390",25.251
"4391",25.347
"4392",29.772
"4393",24.048
"4394",26.395
"4395",30.771
"4396",25.934
"4397",26.837
"4398",24.28
"4399",28.103
"4400",27.619
"4401",29.767
"4402",25.848
"4403",29.046
"4404",28.097
"4405",30.766
"4406",26.533
"4407",33.469
"4408",28.127
"4409",28.518
"4410",26.875
"4411",29.361
"4412",29.91
"4413",26.178
"4414",25.662
"4415",27.665
"4416",27.596
"4417",28.892
"4418",30.244
"4419",29.754
"4420",26.483
"4421",26.645
"4422",29.535
"4423",28.614
"4424",30.813
"4425",27.54
"4426",26.163
"4427",26.453
"4428",32.786
"4429",26.817
"4430",29.456
"4431",30.286
"4432",25.976
"4433",30.809
"4434",21.52
"4435",28.202
"4436",27.109
"4437",24.216
"4438",23.187
"4439",28.712
"4440",29.775
"4441",23.155
"4442",27.403
"4443",26.887
"4444",28.557
"4445",28.366
"4446",25.474
"4447",23.36
"4448",28.18
"4449",29.382
"4450",26.022
"4451",28.635
"4452",29.223
"4453",24.519
"4454",32.436
"4455",27.14
"4456",29.818
"4457",30.917
"4458",28.689
"4459",26.678
"4460",25.41
"4461",27.457
"4462",28.244
"4463",27.247
"4464",23.565
"4465",26.61
"4466",28.123
"4467",28.494
"4468",27.836
"4469",29.859
"4470",29.116
"4471",28.282
"4472",25.703
"4473",27.162
"4474",27.482
"4475",26.146
"4476",31.103
"4477",28.797
"4478",27.69
"4479",29.77
"4480",26.586
"4481",30.017
"4482",28.281
"4483",30.521
"4484",31.086
"4485",30.592
"4486",27.461
"4487",25.924
"4488",26.887
"4489",29.631
"4490",28.048
"4491",29.947
"4492",23.661
"4493",27.885
"4494",30.605
"4495",25.84
"4496",29.35
"4497",30.531
"4498",23.402
"4499",22.41
"4500",30.41
"4501",25.419
"4502",30.023
"4503",26.442
"4504",28.596
"4505",29.124
"4506",24.573
"4507",27.207
"4508",26.638
"4509",27.105
"4510",26.156
"4511",31.33
"4512",33.928
"4513",28.005
"4514",27.403
"4515",28.242
"4516",32.125
"4517",32.313
"4518",28.833
"4519",25.72
"4520",29.9
"4521",29.959
"4522",26.918
"4523",29.64
"4524",31.637
"4525",29.339
"4526",30.267
"4527",27.901
"4528",25.743
"4529",29.33
"4530",26.996
"4531",27.214
"4532",28.409
"4533",26.377
"4534",21.307
"4535",27.698
"4536",29.021
"4537",28.006
"4538",27.879
"4539",26.604
"4540",24.095
"4541",30.264
"4542",23.497
"4543",29.453
"4544",28.899
"4545",31.069
"4546",26.341
"4547",28.726
"4548",27.936
"4549",25.755
"4550",30.606
"4551",28.535
"4552",26.662
"4553",31.276
"4554",26.969
"4555",26.351
"4556",27.728
"4557",32.052
"4558",26.836
"4559",25.048
"4560",24.644
"4561",26.65
"4562",30.099
"4563",27.274
"4564",25.72
"4565",23.628
"4566",27.856
"4567",28.372
"4568",27.683
"4569",26.95
"4570",32.774
"4571",24.476
"4572",26.542
"4573",29.147
"4574",26.542
"4575",27.471
"4576",26.483
"4577",28.54
"4578",29.121
"4579",31.899
"4580",31.529
"4581",29.857
"4582",25.573
"4583",28.851
"4584",26.274
"4585",29.678
"4586",27.963
"4587",28.768
"4588",29.597
"4589",30.348
"4590",26.347
"4591",25.9
"4592",27.714
"4593",27.799
"4594",31.587
"4595",25.433
"4596",29.374
"4597",32.241
"4598",28.131
"4599",29.265
"4600",30.576
"4601",26.197
"4602",23.382
"4603",26.174
"4604",28.173
"4605",26.726
"4606",31.473
"4607",25.922
"4608",25.557
"4609",28.814
"4610",30.107
"4611",27.588
"4612",31.019
"4613",28.722
"4614",26.752
"4615",28.977
"4616",21.544
"4617",29.918
"4618",29.657
"4619",27.236
"4620",26.242
"4621",25.359
"4622",24.81
"4623",27.576
"4624",26.659
"4625",28.311
"4626",28.264
"4627",28.713
"4628",22.11
"4629",27.998
"4630",25.132
"4631",29.722
"4632",28.953
"4633",28.364
"4634",24.227
"4635",30.976
"4636",24.809
"4637",26.388
"4638",30.142
"4639",24.967
"4640",28.791
"4641",27.43
"4642",24.208
"4643",33.371
"4644",26.055
"4645",23.534
"4646",30.055
"4647",25.645
"4648",26.97
"4649",25.46
"4650",28.284
"4651",30.155
"4652",24.668
"4653",30.29
"4654",25.041
"4655",27.796
"4656",29.193
"4657",26.62
"4658",23.874
"4659",29.9
"4660",26.817
"4661",27.168
"4662",26.832
"4663",27.323
"4664",27.648
"4665",27.407
"4666",29.28
"4667",30.222
"4668",26.888
"4669",26.761
"4670",28.924
"4671",27.291
"4672",28.632
"4673",31.502
"4674",29.914
"4675",30.896
"4676",30.093
"4677",26.87
"4678",31.086
"4679",24.612
"4680",27.226
"4681",27.525
"4682",28.877
"4683",29.149
"4684",26.768
"4685",28.867
"4686",29.337
"4687",29.335
"4688",29.662
"4689",28.124
"4690",31.268
"4691",26.067
"4692",29.947
"4693",30.296
"4694",26.806
"4695",28.982
"4696",27.275
"4697",28.851
"4698",23.814
"4699",24.777
"4700",31.209
"4701",33.266
"4702",29.816
"4703",27.629
"4704",29.625
"4705",32.346
"4706",29.81
"4707",27.709
"4708",24.513
"4709",27.06
"4710",27.836
"4711",31.969
"4712",31.427
"4713",32.531
"4714",27.115
"4715",27.175
"4716",26.251
"4717",23.767
"4718",27.726
"4719",23.483
"4720",28.735
"4721",26.822
"4722",32.484
"4723",29.548
"4724",28.016
"4725",25.056
"4726",26.844
"4727",30.215
"4728",31.143
"4729",27.813
"4730",27.643
"4731",26.056
"4732",27.459
"4733",23.827
"4734",24.84
"4735",25.619
"4736",26.125
"4737",29.596
"4738",24.682
"4739",27.189
"4740",30.056
"4741",28.234
"4742",27.882
"4743",30.381
"4744",25.378
"4745",24.378
"4746",30.443
"4747",26.795
"4748",29.933
"4749",32.338
"4750",26.324
"4751",28.141
"4752",27.606
"4753",25.715
"4754",33.902
"4755",26.857
"4756",29.836
"4757",27.77
"4758",29.962
"4759",25.472
"4760",31.005
"4761",28.427
"4762",30.33
"4763",29.614
"4764",28.953
"4765",26.077
"4766",27.671
"4767",28.382
"4768",31.344
"4769",27.81
"4770",29.672
"4771",26.815
"4772",25.839
"4773",27.01
"4774",25.292
"4775",28.251
"4776",28.396
"4777",29.623
"4778",25.468
"4779",27.707
"4780",26.748
"4781",26.266
"4782",26.192
"4783",27.58
"4784",27.204
"4785",27.457
"4786",28.813
"4787",28.082
"4788",26.828
"4789",31.509
"4790",25.219
"4791",27.95
"4792",27.104
"4793",29.473
"4794",26.567
"4795",29.623
"4796",30.712
"4797",27.382
"4798",28.227
"4799",27.341
"4800",27.74
"4801",29.49
"4802",28.407
"4803",29.592
"4804",29.667
"4805",27.813
"4806",31.363
"4807",28.304
"4808",27.313
"4809",29.785
"4810",28.07
"4811",27.569
"4812",28.052
"4813",27.791
"4814",29.221
"4815",30.386
"4816",27.589
"4817",29.161
"4818",32.572
"4819",28.914
"4820",26.989
"4821",29.162
"4822",29.33
"4823",27.696
"4824",27.262
"4825",29.595
"4826",33.575
"4827",27.213
"4828",29.777
"4829",25.351
"4830",28.641
"4831",28.768
"4832",31.176
"4833",28.99
"4834",27.898
"4835",29.176
"4836",29.779
"4837",28.663
"4838",29.07
"4839",29.271
"4840",30.618
"4841",27.167
"4842",27.33
"4843",26.767
"4844",27.195
"4845",27.171
"4846",28.549
"4847",30.596
"4848",27.733
"4849",30.098
"4850",27.922
"4851",28.284
"4852",29.267
"4853",27.201
"4854",31.15
"4855",26.163
"4856",29.633
"4857",28.388
"4858",26.699
"4859",31.688
"4860",26.316
"4861",30.693
"4862",30.13
"4863",31.108
"4864",30.345
"4865",28.484
"4866",27.192
"4867",28.803
"4868",26.985
"4869",29.38
"4870",20.086
"4871",29.338
"4872",31.238
"4873",26.792
"4874",29.202
"4875",28.15
"4876",29.044
"4877",25.635
"4878",28.382
"4879",29.626
"4880",24.6
"4881",27.691
"4882",31.872
"4883",25.987
"4884",30.079
"4885",25.497
"4886",22.521
"4887",23.814
"4888",29.197
"4889",28.356
"4890",28.564
"4891",24.226
"4892",27.899
"4893",30.094
"4894",28.193
"4895",27.918
"4896",29.44
"4897",26.585
"4898",29.349
"4899",27.974
"4900",26.017
"4901",29.533
"4902",28.74
"4903",26.573
"4904",26.423
"4905",26.813
"4906",26.755
"4907",29.692
"4908",26.797
"4909",28.934
"4910",29.834
"4911",24.552
"4912",29.516
"4913",27.218
"4914",28.545
"4915",24.966
"4916",29.353
"4917",27.754
"4918",26.153
"4919",28.635
"4920",27.9
"4921",25.355
"4922",24.32
"4923",28.871
"4924",26.771
"4925",26.178
"4926",28.044
"4927",28.208
"4928",25.754
"4929",29.931
"4930",27.146
"4931",26.133
"4932",26.611
"4933",22.825
"4934",28.955
"4935",29.195
"4936",26.882
"4937",29.504
"4938",30.12
"4939",25.471
"4940",26.597
"4941",28.138
"4942",28.86
"4943",30.136
"4944",24.467
"4945",25.131
"4946",29.38
"4947",29.299
"4948",26.547
"4949",31.165
"4950",27.162
"4951",28.94
"4952",27.417
"4953",28.692
"4954",30.468
"4955",28.563
"4956",24.271
"4957",24.103
"4958",27.188
"4959",28.883
"4960",28.077
"4961",28.325
"4962",28.6
"4963",25.793
"4964",29.417
"4965",26.613
"4966",27.89
"4967",27.015
"4968",26.861
"4969",34.852
"4970",27.556
"4971",29.751
"4972",28.195
"4973",24.824
"4974",27.637
"4975",22.327
"4976",28.819
"4977",28.192
"4978",28.709
"4979",28.877
"4980",27.8
"4981",25.601
"4982",28.043
"4983",30.904
"4984",26.486
"4985",28.041
"4986",26.726
"4987",26.924
"4988",25.472
"4989",29.31
"4990",28.941
"4991",27.752
"4992",28.735
"4993",28.366
"4994",28.311
"4995",29.553
"4996",26.581
"4997",24.611
"4998",26.037
"4999",28.908
"5000",29.358
"5001",29.957
"5002",23.554
"5003",27.863
"5004",30.162
"5005",28.753
"5006",26.501
"5007",28.169
"5008",32.825
"5009",29.49
"5010",29.883
"5011",30.188
"5012",27.922
"5013",30.243
"5014",27.929
"5015",28.754
"5016",26.076
"5017",29.469
"5018",28.552
"5019",26.023
"5020",28.948
"5021",28.665
"5022",22.963
"5023",32.555
"5024",29.193
"5025",28.28
"5026",26.966
"5027",21.673
"5028",28.501
"5029",28.579
"5030",22.447
"5031",26.575
"5032",31.537
"5033",31.212
"5034",27.905
"5035",28.77
"5036",26.876
"5037",30.258
"5038",27.942
"5039",27.2
"5040",29.289
"5041",26.304
"5042",30.334
"5043",26.674
"5044",28.025
"5045",31.404
"5046",28.363
"5047",29.842
"5048",27.699
"5049",27.748
"5050",25.312
"5051",28.41
"5052",28.046
"5053",32.686
"5054",29.497
"5055",23.54
"5056",26.678
"5057",26.568
"5058",27.068
"5059",31.124
"5060",30.608
"5061",28.501
"5062",27.107
"5063",28.499
"5064",32.504
"5065",27.006
"5066",27.489
"5067",28.792
"5068",28.8
"5069",31.931
"5070",30.709
"5071",27.132
"5072",28.389
"5073",27.278
"5074",30.008
"5075",26.676
"5076",23.929
"5077",28.408
"5078",25.649
"5079",27.332
"5080",27.114
"5081",26.165
"5082",23.044
"5083",28.568
"5084",26.483
"5085",25.918
"5086",24.11
"5087",23.582
"5088",28.272
"5089",28.316
"5090",28.328
"5091",27.675
"5092",26.082
"5093",22.133
"5094",26.352
"5095",28.311
"5096",26.572
"5097",29.997
"5098",27.183
"5099",27.471
"5100",29.33
"5101",25.065
"5102",28.619
"5103",31.059
"5104",29.453
"5105",30.192
"5106",28.23
"5107",31.438
"5108",29.844
"5109",27.682
"5110",24.86
"5111",29.528
"5112",29.575
"5113",28.483
"5114",27.817
"5115",28.852
"5116",26.188
"5117",27.161
"5118",33.431
"5119",25.034
"5120",29.527
"5121",29.839
"5122",32.054
"5123",29.17
"5124",27.008
"5125",27.099
"5126",27.403
"5127",29.187
"5128",27.755
"5129",26.835
"5130",25.775
"5131",24.847
"5132",28.887
"5133",31.85
"5134",30.613
"5135",26.673
"5136",31.614
"5137",23.318
"5138",30.957
"5139",28.469
"5140",25.32
"5141",28.004
"5142",27.064
"5143",27.134
"5144",30.579
"5145",28.658
"5146",30.012
"5147",28.244
"5148",27.136
"5149",27.996
"5150",25.047
"5151",24.895
"5152",26.346
"5153",29.237
"5154",24.939
"5155",29.35
"5156",26.949
"5157",22.6
"5158",25.424
"5159",27.417
"5160",29.247
"5161",25.622
"5162",30.43
"5163",30.557
"5164",27.655
"5165",29.764
"5166",27.244
"5167",31.101
"5168",31.203
"5169",28.402
"5170",32.496
"5171",26.84
"5172",30.031
"5173",25.167
"5174",24.134
"5175",26.803
"5176",28.791
"5177",29.467
"5178",24.454
"5179",25.55
"5180",26.583
"5181",32.851
"5182",26.677
"5183",30.929
"5184",32.707
"5185",27.998
"5186",27.377
"5187",24.482
"5188",22.025
"5189",32.137
"5190",29.305
"5191",24.371
"5192",31.703
"5193",33.929
"5194",28.777
"5195",26.834
"5196",26.78
"5197",28.261
"5198",26.033
"5199",25.825
"5200",28.164
"5201",29.615
"5202",27.628
"5203",30.347
"5204",33.304
"5205",30.157
"5206",26.383
"5207",30.074
"5208",29.036
"5209",29.295
"5210",33.12
"5211",25.174
"5212",33.9
"5213",26.043
"5214",27.339
"5215",27.696
"5216",25.908
"5217",27.071
"5218",28.463
"5219",25.319
"5220",29.491
"5221",30.064
"5222",27.884
"5223",29.378
"5224",24.507
"5225",27.871
"5226",29.36
"5227",26.754
"5228",26.699
"5229",26.535
"5230",28.581
"5231",29.32
"5232",25.979
"5233",29.558
"5234",30.162
"5235",29.869
"5236",28.232
"5237",30.876
"5238",29.638
"5239",28.03
"5240",24.89
"5241",28.966
"5242",28.415
"5243",27.825
"5244",29.724
"5245",29.411
"5246",23.093
"5247",27.43
"5248",22.776
"5249",28.912
"5250",26.364
"5251",27.724
"5252",28.405
"5253",28.903
"5254",23.834
"5255",29.054
"5256",25.387
"5257",28.24
"5258",23.792
"5259",28.79
"5260",30.304
"5261",25.931
"5262",29.081
"5263",26.344
"5264",29.222
"5265",30.947
"5266",25.924
"5267",28.533
"5268",29.846
"5269",25.814
"5270",26.43
"5271",28.969
"5272",26.214
"5273",29.159
"5274",29.418
"5275",31.827
"5276",29.239
"5277",30.412
"5278",29.433
"5279",29.175
"5280",27.421
"5281",24.782
"5282",27.016
"5283",32.482
"5284",28.404
"5285",27.12
"5286",28.851
"5287",26.795
"5288",30.387
"5289",28.053
"5290",31.345
"5291",30.408
"5292",28.24
"5293",28.698
"5294",24.397
"5295",27.209
"5296",31.96
"5297",29.854
"5298",27.095
"5299",31.289
"5300",28.316
"5301",26.193
"5302",29.311
"5303",26.715
"5304",26.608
"5305",29.612
"5306",26.749
"5307",26.213
"5308",29.357
"5309",29.062
"5310",27.107
"5311",28.611
"5312",29.678
"5313",27.389
"5314",28.559
"5315",30.218
"5316",28.601
"5317",28.445
"5318",28.19
"5319",25.996
"5320",21.304
"5321",26.449
"5322",28.406
"5323",27.73
"5324",27.211
"5325",29.901
"5326",25.976
"5327",28.619
"5328",29.018
"5329",28.039
"5330",29.901
"5331",29.266
"5332",27.721
"5333",29.033
"5334",30.046
"5335",30.446
"5336",27.462
"5337",27.476
"5338",32.358
"5339",29.323
"5340",25.756
"5341",29.913
"5342",31.054
"5343",32.508
"5344",28.833
"5345",29.952
"5346",27.593
"5347",25.515
"5348",27.77
"5349",27.796
"5350",26.24
"5351",26.551
"5352",26.527
"5353",27.848
"5354",27.796
"5355",28.435
"5356",26.111
"5357",28.887
"5358",26.748
"5359",32.009
"5360",27.649
"5361",26.921
"5362",27.177
"5363",25.819
"5364",28.252
"5365",25.498
"5366",29.652
"5367",26.694
"5368",24.815
"5369",26.51
"5370",26.93
