"student label","game score","coast","game scheduled","percent training sessions attended","overall fitness score","# extra strategy sessions attended","hours of sleep the night before game","early bird/night owl","previous competitive sports","# meals on day prior to game","university year","game","curling","gymnastics","baseball","martial_arts","frisbee","table_tennis","basketball","football","evening","morning","west coast","night_owl"
997,19.5,"west coast","noon",0.08,0.66,5,4,"night owl","martial arts",3,2,4,0,0,0,1,0,0,0,0,0,0,1,1
998,80,"west coast","noon",1,1,8,9,"night owl","basketball",3,4,4,0,0,0,0,0,0,1,0,0,0,1,1
999,21.76,"west coast","noon",0.62,0,10,12,"night owl","table tennis",6,1,4,0,0,0,0,0,1,0,0,0,0,1,1
1000,37.09,"west coast","noon",1,0.45,7,12,"night owl","gymnastics",5,4,4,0,1,0,0,0,0,0,0,0,0,1,1
1,37.76,"east coast","evening",0.96,0,7,5,"night owl","curling",4,2,5,1,0,0,0,0,0,0,0,1,0,0,1
2,35.76,"east coast","evening",1,0.01,3,6,"night owl","curling",3,4,5,1,0,0,0,0,0,0,0,1,0,0,1
3,0,"east coast","evening",0.31,0,2,5,"night owl","gymnastics",5,2,5,0,1,0,0,0,0,0,0,1,0,0,1
4,18.66,"east coast","evening",0.12,0.83,1,8,"night owl","baseball",6,2,5,0,0,1,0,0,0,0,0,1,0,0,1
5,85.94,"east coast","evening",1,1,9,1,"night owl","martial arts",4,3,5,0,0,0,1,0,0,0,0,1,0,0,1
6,35.58,"east coast","evening",0.88,0,6,5,"night owl","martial arts",6,2,5,0,0,0,1,0,0,0,0,1,0,0,1
7,31.47,"east coast","evening",0.74,0,7,1,"night owl","gymnastics",3,2,5,0,1,0,0,0,0,0,0,1,0,0,1
8,35.88,"east coast","evening",0.13,0.56,8,10,"night owl","frisbee",1,3,5,0,0,0,0,1,0,0,0,1,0,0,1
9,21.86,"east coast","evening",0,0,2,8,"night owl","table tennis",4,3,5,0,0,0,0,0,1,0,0,1,0,0,1
10,28.9,"east coast","evening",0,0.54,8,3,"night owl","basketball",3,1,5,0,0,0,0,0,0,1,0,1,0,0,1
11,34.57,"east coast","evening",0,0.52,9,12,"night owl","martial arts",2,4,5,0,0,0,1,0,0,0,0,1,0,0,1
12,59.05,"east coast","evening",1,0.96,2,2,"early bird","curling",5,2,5,1,0,0,0,0,0,0,0,1,0,0,0
13,73.05,"east coast","evening",0.97,0.78,7,10,"night owl","basketball",3,1,5,0,0,0,0,0,0,1,0,1,0,0,1
14,34.79,"east coast","evening",0.32,0.12,5,4,"night owl","gymnastics",4,3,5,0,1,0,0,0,0,0,0,1,0,0,1
15,89.36,"east coast","evening",0.93,1,10,9,"night owl","table tennis",5,1,5,0,0,0,0,0,1,0,0,1,0,0,1
16,26.37,"east coast","evening",0.05,0.08,2,3,"night owl","football",3,1,5,0,0,0,0,0,0,0,1,1,0,0,1
17,61.38,"east coast","evening",0.93,1,6,0,"early bird","curling",5,2,5,1,0,0,0,0,0,0,0,1,0,0,0
18,26.39,"east coast","evening",0.17,0.95,1,0,"night owl","table tennis",4,3,5,0,0,0,0,0,1,0,0,1,0,0,1
19,45.61,"east coast","evening",0,0,7,7,"night owl","martial arts",2,3,5,0,0,0,1,0,0,0,0,1,0,0,1
20,43.33,"east coast","evening",0.7,0,1,9,"night owl","martial arts",3,2,5,0,0,0,1,0,0,0,0,1,0,0,1
21,23.74,"east coast","noon",0,0.98,6,10,"night owl","curling",2,2,5,1,0,0,0,0,0,0,0,0,0,0,1
22,47.06,"east coast","noon",0.88,0.57,10,12,"early bird","baseball",6,1,5,0,0,1,0,0,0,0,0,0,0,0,0
23,62.92,"east coast","noon",0.92,0.99,0,1,"night owl","martial arts",2,3,5,0,0,0,1,0,0,0,0,0,0,0,1
24,0,"east coast","noon",0.14,0,5,0,"night owl","gymnastics",5,3,5,0,1,0,0,0,0,0,0,0,0,0,1
25,69.86,"east coast","noon",1,0.97,9,12,"night owl","football",5,3,5,0,0,0,0,0,0,0,1,0,0,0,1
26,7.65,"east coast","noon",0.11,0.19,0,0,"night owl","martial arts",3,2,5,0,0,0,1,0,0,0,0,0,0,0,1
27,40.36,"east coast","noon",0.97,0.1,8,0,"night owl","martial arts",2,3,5,0,0,0,1,0,0,0,0,0,0,0,1
28,61.65,"east coast","noon",1,0.86,9,11,"early bird","table tennis",4,4,5,0,0,0,0,0,1,0,0,0,0,0,0
29,28.14,"east coast","noon",1,0.11,6,11,"night owl","baseball",3,3,5,0,0,1,0,0,0,0,0,0,0,0,1
30,13.78,"east coast","noon",0.02,0,6,11,"night owl","football",2,3,5,0,0,0,0,0,0,0,1,0,0,0,1
31,55.48,"east coast","noon",1,0.71,7,10,"night owl","curling",4,4,5,1,0,0,0,0,0,0,0,0,0,0,1
32,41.69,"east coast","noon",0.75,0.03,10,9,"night owl","football",5,2,5,0,0,0,0,0,0,0,1,0,0,0,1
33,55.46,"east coast","noon",0.98,0.71,8,7,"night owl","football",5,3,5,0,0,0,0,0,0,0,1,0,0,0,1
34,57.67,"east coast","noon",1,0.88,7,1,"night owl","football",3,3,5,0,0,0,0,0,0,0,1,0,0,0,1
35,27.35,"east coast","noon",0,0.43,0,0,"night owl","martial arts",4,1,5,0,0,0,1,0,0,0,0,0,0,0,1
36,54.35,"east coast","noon",1,0.88,6,12,"early bird","table tennis",5,3,5,0,0,0,0,0,1,0,0,0,0,0,0
37,28.5,"east coast","noon",1,0.05,7,9,"night owl","football",3,4,5,0,0,0,0,0,0,0,1,0,0,0,1
38,23.84,"east coast","noon",0.01,0.84,7,3,"early bird","martial arts",5,1,5,0,0,0,1,0,0,0,0,0,0,0,0
39,61.63,"east coast","noon",0.87,0.6,9,10,"night owl","martial arts",2,4,5,0,0,0,1,0,0,0,0,0,0,0,1
40,40.8,"east coast","noon",0.77,0.73,1,8,"night owl","martial arts",4,2,5,0,0,0,1,0,0,0,0,0,0,0,1
41,31.86,"east coast","noon",1,0.08,2,6,"early bird","martial arts",6,2,5,0,0,0,1,0,0,0,0,0,0,0,0
42,49.31,"east coast","noon",0.77,1,4,3,"night owl","curling",5,3,5,1,0,0,0,0,0,0,0,0,0,0,1
43,46.91,"east coast","noon",1,0.23,7,4,"night owl","basketball",4,3,5,0,0,0,0,0,0,1,0,0,0,0,1
44,30.59,"east coast","noon",0.53,0.28,4,4,"night owl","frisbee",5,1,5,0,0,0,0,1,0,0,0,0,0,0,1
45,4.22,"east coast","noon",0,0.12,2,10,"night owl","frisbee",3,1,5,0,0,0,0,1,0,0,0,0,0,0,1
46,64.73,"east coast","noon",0.78,0.86,9,10,"night owl","football",3,4,5,0,0,0,0,0,0,0,1,0,0,0,1
47,0,"east coast","noon",0,0.07,2,10,"night owl","gymnastics",6,3,5,0,1,0,0,0,0,0,0,0,0,0,1
48,0,"east coast","noon",0,0.1,6,1,"early bird","table tennis",3,1,5,0,0,0,0,0,1,0,0,0,0,0,0
49,8.25,"east coast","noon",0.92,0,1,12,"night owl","baseball",3,4,5,0,0,1,0,0,0,0,0,0,0,0,1
50,29.95,"east coast","noon",0.05,0.22,2,3,"night owl","baseball",5,1,5,0,0,1,0,0,0,0,0,0,0,0,1
51,0,"east coast","noon",0,0,4,4,"night owl","curling",2,1,5,1,0,0,0,0,0,0,0,0,0,0,1
52,60.14,"east coast","noon",0.98,0.93,7,0,"night owl","frisbee",4,3,5,0,0,0,0,1,0,0,0,0,0,0,1
53,38.37,"east coast","noon",0.75,0.63,5,9,"night owl","table tennis",4,1,5,0,0,0,0,0,1,0,0,0,0,0,1
54,49.7,"east coast","noon",0.77,0.6,9,9,"night owl","table tennis",5,2,5,0,0,0,0,0,1,0,0,0,0,0,1
55,22.39,"east coast","noon",0.25,0.72,5,6,"night owl","martial arts",5,2,5,0,0,0,1,0,0,0,0,0,0,0,1
56,0,"east coast","noon",0,0,1,0,"night owl","football",6,2,5,0,0,0,0,0,0,0,1,0,0,0,1
57,7.99,"east coast","noon",0.36,0.79,3,0,"night owl","football",6,3,5,0,0,0,0,0,0,0,1,0,0,0,1
58,8.54,"east coast","noon",0.38,0.12,6,5,"night owl","football",3,1,5,0,0,0,0,0,0,0,1,0,0,0,1
59,36.17,"east coast","noon",0.76,0.7,6,1,"night owl","baseball",3,4,5,0,0,1,0,0,0,0,0,0,0,0,1
60,35.56,"east coast","noon",0.14,1,4,0,"night owl","martial arts",3,4,5,0,0,0,1,0,0,0,0,0,0,0,1
61,29.12,"east coast","noon",0.15,0.58,5,10,"early bird","frisbee",3,4,5,0,0,0,0,1,0,0,0,0,0,0,0
62,23.88,"east coast","noon",0.1,0.49,6,5,"early bird","basketball",2,2,5,0,0,0,0,0,0,1,0,0,0,0,0
63,33.74,"east coast","noon",0.13,0.81,9,8,"night owl","curling",3,3,5,1,0,0,0,0,0,0,0,0,0,0,1
64,61,"east coast","noon",0.82,0.61,10,12,"night owl","martial arts",2,3,5,0,0,0,1,0,0,0,0,0,0,0,1
65,4.31,"east coast","noon",0.32,0,1,1,"night owl","football",4,3,5,0,0,0,0,0,0,0,1,0,0,0,1
66,23.64,"east coast","noon",0.2,0,9,7,"night owl","table tennis",1,3,5,0,0,0,0,0,1,0,0,0,0,0,1
67,8.69,"east coast","noon",0.05,0.93,1,1,"night owl","football",6,1,5,0,0,0,0,0,0,0,1,0,0,0,1
68,25.42,"east coast","noon",0.94,0,6,9,"night owl","gymnastics",4,2,5,0,1,0,0,0,0,0,0,0,0,0,1
69,49.18,"east coast","noon",0.38,1,8,9,"night owl","football",5,3,5,0,0,0,0,0,0,0,1,0,0,0,1
70,15.74,"east coast","noon",1,0,6,0,"night owl","gymnastics",3,2,5,0,1,0,0,0,0,0,0,0,0,0,1
71,27.62,"east coast","noon",0.1,0,10,0,"night owl","curling",1,3,5,1,0,0,0,0,0,0,0,0,0,0,1
72,4.74,"east coast","noon",0,0.08,6,3,"early bird","curling",3,3,5,1,0,0,0,0,0,0,0,0,0,0,0
73,54.55,"east coast","noon",0.52,1,7,3,"night owl","table tennis",4,2,5,0,0,0,0,0,1,0,0,0,0,0,1
74,60.29,"east coast","noon",0.94,0.82,10,11,"early bird","football",5,2,5,0,0,0,0,0,0,0,1,0,0,0,0
75,12.35,"east coast","noon",0.14,0,2,0,"night owl","football",5,2,5,0,0,0,0,0,0,0,1,0,0,0,1
76,30.54,"east coast","noon",1,0.11,6,2,"night owl","baseball",4,2,5,0,0,1,0,0,0,0,0,0,0,0,1
77,30.65,"east coast","noon",0.87,0,7,7,"night owl","baseball",2,4,5,0,0,1,0,0,0,0,0,0,0,0,1
78,10.36,"east coast","noon",0.7,0,3,0,"night owl","curling",6,3,5,1,0,0,0,0,0,0,0,0,0,0,1
79,15,"east coast","noon",0.37,0.09,2,5,"night owl","football",3,3,5,0,0,0,0,0,0,0,1,0,0,0,1
80,25.29,"east coast","noon",0.87,0,5,8,"night owl","curling",5,1,5,1,0,0,0,0,0,0,0,0,0,0,1
81,63.83,"east coast","noon",0.95,0.88,10,2,"night owl","curling",3,4,5,1,0,0,0,0,0,0,0,0,0,0,1
82,31.13,"east coast","noon",0.77,0.26,3,8,"night owl","martial arts",4,2,5,0,0,0,1,0,0,0,0,0,0,0,1
83,70.07,"east coast","noon",0.93,1,6,4,"night owl","martial arts",6,2,5,0,0,0,1,0,0,0,0,0,0,0,1
84,34.01,"east coast","noon",1,0.2,4,4,"night owl","martial arts",4,2,5,0,0,0,1,0,0,0,0,0,0,0,1
85,21.56,"east coast","noon",0.49,0.02,9,8,"night owl","curling",4,3,5,1,0,0,0,0,0,0,0,0,0,0,1
86,42.96,"east coast","noon",0.87,0.04,8,12,"night owl","martial arts",3,2,5,0,0,0,1,0,0,0,0,0,0,0,1
87,29.83,"east coast","noon",0.82,0,6,9,"night owl","baseball",4,4,5,0,0,1,0,0,0,0,0,0,0,0,1
88,5.81,"east coast","noon",0.13,0.41,4,2,"night owl","football",3,4,5,0,0,0,0,0,0,0,1,0,0,0,1
89,73.3,"east coast","noon",0.63,1,9,6,"night owl","basketball",3,2,5,0,0,0,0,0,0,1,0,0,0,0,1
90,56.9,"east coast","noon",0.97,0.49,9,12,"night owl","frisbee",2,4,5,0,0,0,0,1,0,0,0,0,0,0,1
91,27.33,"east coast","noon",0.95,0.12,5,7,"night owl","baseball",6,3,5,0,0,1,0,0,0,0,0,0,0,0,1
92,28.08,"east coast","noon",0.3,0.85,3,10,"early bird","basketball",3,4,5,0,0,0,0,0,0,1,0,0,0,0,0
93,18.94,"east coast","noon",0.08,0,1,2,"night owl","curling",6,1,5,1,0,0,0,0,0,0,0,0,0,0,1
94,1.49,"east coast","noon",0.05,0.01,6,2,"night owl","football",6,3,5,0,0,0,0,0,0,0,1,0,0,0,1
95,52.43,"east coast","noon",1,0.84,3,10,"night owl","curling",3,3,5,1,0,0,0,0,0,0,0,0,0,0,1
96,58.19,"east coast","noon",0.96,0.62,8,3,"night owl","martial arts",3,2,5,0,0,0,1,0,0,0,0,0,0,0,1
97,36.56,"east coast","noon",0.98,0.07,8,2,"night owl","martial arts",4,1,5,0,0,0,1,0,0,0,0,0,0,0,1
98,51.4,"east coast","noon",1,0.88,5,11,"early bird","curling",4,4,5,1,0,0,0,0,0,0,0,0,0,0,0
99,45.89,"east coast","noon",0.38,0.89,10,12,"night owl","table tennis",1,4,5,0,0,0,0,0,1,0,0,0,0,0,1
100,69.9,"east coast","noon",0.9,1,7,5,"night owl","gymnastics",5,2,5,0,1,0,0,0,0,0,0,0,0,0,1
101,39.76,"east coast","evening",0.44,0.43,8,9,"night owl","baseball",4,1,5,0,0,1,0,0,0,0,0,1,0,0,1
102,79.69,"east coast","evening",1,0.87,7,8,"night owl","martial arts",3,2,5,0,0,0,1,0,0,0,0,1,0,0,1
103,27.02,"east coast","evening",0,1,7,5,"early bird","curling",4,3,5,1,0,0,0,0,0,0,0,1,0,0,0
104,49.4,"east coast","evening",0.42,0.8,8,6,"night owl","table tennis",2,4,5,0,0,0,0,0,1,0,0,1,0,0,1
105,28.05,"east coast","evening",0.67,0.05,0,7,"night owl","baseball",5,3,5,0,0,1,0,0,0,0,0,1,0,0,1
106,40.64,"east coast","evening",0.77,0.34,0,0,"night owl","frisbee",3,3,5,0,0,0,0,1,0,0,0,1,0,0,1
107,17.01,"east coast","evening",0.11,0.7,5,9,"night owl","football",3,3,5,0,0,0,0,0,0,0,1,1,0,0,1
108,85,"east coast","evening",1,0.91,9,8,"night owl","frisbee",4,3,5,0,0,0,0,1,0,0,0,1,0,0,1
109,44.01,"east coast","evening",0,1,6,6,"night owl","baseball",5,2,5,0,0,1,0,0,0,0,0,1,0,0,1
110,16.21,"east coast","evening",0.33,0.04,7,0,"night owl","baseball",3,2,5,0,0,1,0,0,0,0,0,1,0,0,1
111,41.56,"east coast","morning",0.31,0.9,5,10,"night owl","table tennis",3,2,5,0,0,0,0,0,1,0,0,0,1,0,1
112,22.38,"east coast","morning",0,0.53,3,6,"night owl","table tennis",2,2,5,0,0,0,0,0,1,0,0,0,1,0,1
113,80.43,"east coast","morning",0.94,1,10,6,"night owl","gymnastics",5,2,5,0,1,0,0,0,0,0,0,0,1,0,1
114,25.26,"east coast","morning",0,0.19,3,6,"night owl","martial arts",3,2,5,0,0,0,1,0,0,0,0,0,1,0,1
115,27.91,"east coast","morning",0.68,0,2,2,"early bird","baseball",3,3,5,0,0,1,0,0,0,0,0,0,1,0,0
116,15.8,"east coast","morning",0.16,0,4,2,"night owl","football",2,3,5,0,0,0,0,0,0,0,1,0,1,0,1
117,21.66,"east coast","morning",0,0,5,2,"night owl","martial arts",3,1,5,0,0,0,1,0,0,0,0,0,1,0,1
118,38.75,"east coast","morning",0.09,0.78,2,11,"night owl","basketball",2,4,5,0,0,0,0,0,0,1,0,0,1,0,1
119,49.55,"east coast","morning",0.85,0.63,7,1,"night owl","baseball",5,3,5,0,0,1,0,0,0,0,0,0,1,0,1
120,47.18,"east coast","morning",0.58,1,0,2,"night owl","table tennis",4,2,5,0,0,0,0,0,1,0,0,0,1,0,1
121,33.16,"east coast","noon",0,0.74,6,9,"early bird","football",3,4,5,0,0,0,0,0,0,0,1,0,0,0,0
122,71.2,"east coast","noon",1,1,1,2,"night owl","frisbee",4,3,5,0,0,0,0,1,0,0,0,0,0,0,1
123,46.77,"east coast","noon",0,0.48,0,3,"night owl","basketball",5,1,5,0,0,0,0,0,0,1,0,0,0,0,1
124,37.89,"east coast","noon",0.56,0.26,9,3,"night owl","gymnastics",5,1,5,0,1,0,0,0,0,0,0,0,0,0,1
125,57.08,"east coast","noon",0.95,0.9,1,9,"night owl","table tennis",6,2,5,0,0,0,0,0,1,0,0,0,0,0,1
126,55.32,"east coast","noon",0.72,0.65,4,9,"early bird","basketball",3,4,5,0,0,0,0,0,0,1,0,0,0,0,0
127,32.58,"east coast","noon",0,0.05,5,5,"night owl","martial arts",3,2,5,0,0,0,1,0,0,0,0,0,0,0,1
128,50.45,"east coast","noon",0.32,0,3,0,"night owl","curling",3,3,5,1,0,0,0,0,0,0,0,0,0,0,1
129,82.37,"east coast","noon",0.87,1,9,10,"night owl","martial arts",8,3,5,0,0,0,1,0,0,0,0,0,0,0,1
130,100,"east coast","noon",0,0.03,0,0,"night owl","curling",6,1,5,1,0,0,0,0,0,0,0,0,0,0,1
131,65.69,"east coast","noon",0.89,0.86,5,9,"night owl","basketball",3,3,5,0,0,0,0,0,0,1,0,0,0,0,1
132,64.72,"east coast","noon",0.78,0.86,7,5,"night owl","frisbee",2,3,5,0,0,0,0,1,0,0,0,0,0,0,1
133,41.37,"east coast","noon",0.03,1,4,7,"night owl","frisbee",4,4,5,0,0,0,0,1,0,0,0,0,0,0,1
134,12.79,"east coast","noon",0,0.04,1,7,"night owl","football",3,2,5,0,0,0,0,0,0,0,1,0,0,0,1
135,39.88,"east coast","noon",0.9,0.15,9,11,"night owl","baseball",4,2,5,0,0,1,0,0,0,0,0,0,0,0,1
136,30.94,"east coast","noon",0.04,0.04,0,7,"night owl","martial arts",7,2,5,0,0,0,1,0,0,0,0,0,0,0,1
137,75.51,"east coast","noon",1,0.99,8,12,"early bird","baseball",4,4,5,0,0,1,0,0,0,0,0,0,0,0,0
138,70.36,"east coast","noon",1,0.86,9,4,"night owl","martial arts",4,3,5,0,0,0,1,0,0,0,0,0,0,0,1
139,24.17,"east coast","noon",0,0,6,8,"night owl","baseball",5,2,5,0,0,1,0,0,0,0,0,0,0,0,1
140,39.96,"east coast","noon",1,0.09,7,11,"night owl","baseball",6,1,5,0,0,1,0,0,0,0,0,0,0,0,1
141,8.22,"east coast","noon",0,0.92,0,5,"night owl","football",3,3,5,0,0,0,0,0,0,0,1,0,0,0,1
142,15,"east coast","noon",0,0,3,5,"early bird","martial arts",2,1,5,0,0,0,1,0,0,0,0,0,0,0,0
143,62.92,"east coast","noon",0.98,0.98,8,1,"early bird","baseball",3,1,5,0,0,1,0,0,0,0,0,0,0,0,0
144,58.19,"east coast","noon",0.88,0.81,8,10,"night owl","table tennis",3,4,5,0,0,0,0,0,1,0,0,0,0,0,1
145,50.7,"east coast","noon",0.72,0.78,2,11,"night owl","baseball",3,4,5,0,0,1,0,0,0,0,0,0,0,0,1
146,36.57,"east coast","noon",0.07,0.87,8,7,"night owl","frisbee",2,4,5,0,0,0,0,1,0,0,0,0,0,0,1
147,29.06,"east coast","noon",0.05,0.96,4,8,"night owl","table tennis",3,4,5,0,0,0,0,0,1,0,0,0,0,0,1
148,20.87,"east coast","noon",0,0.62,1,3,"night owl","football",3,2,5,0,0,0,0,0,0,0,1,0,0,0,1
149,48.59,"east coast","noon",0.5,1,3,2,"night owl","table tennis",3,1,5,0,0,0,0,0,1,0,0,0,0,0,1
150,22.77,"east coast","noon",0,0.98,2,11,"early bird","baseball",3,3,5,0,0,1,0,0,0,0,0,0,0,0,0
151,49.65,"east coast","noon",1,0.57,5,12,"night owl","table tennis",5,3,5,0,0,0,0,0,1,0,0,0,0,0,1
152,44.46,"east coast","noon",0.09,0,4,1,"night owl","gymnastics",5,2,5,0,1,0,0,0,0,0,0,0,0,0,1
153,55.74,"east coast","noon",0.04,0.27,5,3,"early bird","baseball",3,3,5,0,0,1,0,0,0,0,0,0,0,0,0
154,39.6,"east coast","noon",0.99,0.09,7,2,"night owl","curling",4,2,5,1,0,0,0,0,0,0,0,0,0,0,1
155,50.34,"east coast","noon",0.95,0.01,8,8,"early bird","table tennis",3,2,5,0,0,0,0,0,1,0,0,0,0,0,0
156,52.26,"east coast","noon",0.96,0.01,10,9,"night owl","baseball",3,3,5,0,0,1,0,0,0,0,0,0,0,0,1
157,42.71,"east coast","noon",0,1,3,10,"early bird","gymnastics",5,2,5,0,1,0,0,0,0,0,0,0,0,0,0
158,49.05,"east coast","noon",0.19,0.02,5,1,"night owl","martial arts",3,2,5,0,0,0,1,0,0,0,0,0,0,0,1
159,38.02,"east coast","noon",0,0.64,5,4,"night owl","baseball",6,3,5,0,0,1,0,0,0,0,0,0,0,0,1
160,28.8,"east coast","noon",0.18,0.89,5,3,"night owl","curling",4,2,5,1,0,0,0,0,0,0,0,0,0,0,1
161,23.52,"east coast","noon",0.22,0.46,7,4,"night owl","frisbee",2,4,5,0,0,0,0,1,0,0,0,0,0,0,1
162,41.59,"east coast","noon",0.98,0.15,9,10,"night owl","football",3,2,5,0,0,0,0,0,0,0,1,0,0,0,1
163,27.07,"east coast","noon",0.39,1,3,0,"night owl","frisbee",4,1,5,0,0,0,0,1,0,0,0,0,0,0,1
164,63.05,"east coast","noon",0.71,0.99,8,9,"night owl","table tennis",3,2,5,0,0,0,0,0,1,0,0,0,0,0,1
165,0,"east coast","noon",0.37,0.07,4,2,"night owl","curling",5,1,5,1,0,0,0,0,0,0,0,0,0,0,1
166,33.37,"east coast","noon",0,1,8,11,"night owl","gymnastics",3,4,5,0,1,0,0,0,0,0,0,0,0,0,1
167,0,"east coast","noon",0.16,0.38,3,3,"night owl","table tennis",3,1,5,0,0,0,0,0,1,0,0,0,0,0,1
168,0.5,"east coast","noon",0.17,0.26,1,2,"early bird","martial arts",2,3,5,0,0,0,1,0,0,0,0,0,0,0,0
169,0,"east coast","noon",0.42,0,3,6,"early bird","gymnastics",3,4,5,0,1,0,0,0,0,0,0,0,0,0,0
170,44.48,"east coast","noon",1,0.75,7,11,"early bird","curling",5,3,5,1,0,0,0,0,0,0,0,0,0,0,0
171,72.23,"east coast","noon",0.99,1,5,2,"night owl","frisbee",3,1,5,0,0,0,0,1,0,0,0,0,0,0,1
172,66.03,"east coast","noon",1,0.97,0,3,"night owl","martial arts",3,3,5,0,0,0,1,0,0,0,0,0,0,0,1
173,28.59,"east coast","noon",0.91,0,7,6,"night owl","football",3,4,5,0,0,0,0,0,0,0,1,0,0,0,1
174,24.6,"east coast","noon",0.02,1,1,9,"night owl","frisbee",4,2,5,0,0,0,0,1,0,0,0,0,0,0,1
175,16.49,"east coast","noon",0.26,0.39,5,0,"early bird","football",4,2,5,0,0,0,0,0,0,0,1,0,0,0,0
176,50.37,"east coast","noon",0.93,0.79,8,6,"night owl","curling",5,1,5,1,0,0,0,0,0,0,0,0,0,0,1
177,14.11,"east coast","noon",0.81,0.07,3,0,"early bird","martial arts",4,2,5,0,0,0,1,0,0,0,0,0,0,0,0
178,51.93,"east coast","noon",0.78,0.89,0,7,"night owl","curling",4,4,5,1,0,0,0,0,0,0,0,0,0,0,1
179,30.54,"east coast","noon",0,0.17,1,8,"night owl","table tennis",3,3,5,0,0,0,0,0,1,0,0,0,0,0,1
180,70.43,"east coast","noon",1,1,4,10,"night owl","frisbee",7,2,5,0,0,0,0,1,0,0,0,0,0,0,1
181,36.96,"east coast","evening",0,0.01,5,8,"night owl","football",2,3,5,0,0,0,0,0,0,0,1,1,0,0,1
182,68.75,"east coast","evening",1,1,6,10,"early bird","baseball",6,3,5,0,0,1,0,0,0,0,0,1,0,0,0
183,56.38,"east coast","evening",0.62,0.79,6,5,"night owl","frisbee",3,4,5,0,0,0,0,1,0,0,0,1,0,0,1
184,37.29,"east coast","evening",0.53,0.02,7,11,"night owl","football",3,3,5,0,0,0,0,0,0,0,1,1,0,0,1
185,58.46,"east coast","evening",1,0.16,9,7,"night owl","martial arts",3,3,5,0,0,0,1,0,0,0,0,1,0,0,1
186,36.8,"east coast","evening",1,0,4,5,"night owl","curling",3,3,5,1,0,0,0,0,0,0,0,1,0,0,1
187,36.92,"east coast","evening",0.56,0.31,0,0,"night owl","basketball",1,3,5,0,0,0,0,0,0,1,0,1,0,0,1
188,23.26,"east coast","evening",0.27,0.01,8,0,"night owl","curling",5,1,5,1,0,0,0,0,0,0,0,1,0,0,1
189,18.58,"east coast","evening",0,0.66,3,5,"night owl","baseball",5,1,5,0,0,1,0,0,0,0,0,1,0,0,1
190,81.71,"east coast","evening",1,1,8,11,"night owl","curling",6,3,5,1,0,0,0,0,0,0,0,1,0,0,1
191,36.03,"east coast","noon",0.95,0.62,0,3,"night owl","table tennis",6,3,5,0,0,0,0,0,1,0,0,0,0,0,1
192,36.26,"east coast","noon",0.26,1,0,5,"night owl","frisbee",6,3,5,0,0,0,0,1,0,0,0,0,0,0,1
193,29.62,"east coast","noon",0,0.06,8,8,"night owl","football",2,4,5,0,0,0,0,0,0,0,1,0,0,0,1
194,61.37,"east coast","noon",0.84,1,3,10,"early bird","table tennis",2,4,5,0,0,0,0,0,1,0,0,0,0,0,0
195,20.16,"east coast","noon",0.38,0.04,6,8,"night owl","football",5,2,5,0,0,0,0,0,0,0,1,0,0,0,1
196,41.17,"east coast","noon",0,0.86,2,12,"night owl","martial arts",3,4,5,0,0,0,1,0,0,0,0,0,0,0,1
197,64.64,"east coast","noon",1,0.9,9,12,"night owl","table tennis",4,3,5,0,0,0,0,0,1,0,0,0,0,0,1
198,27.81,"east coast","noon",0.1,0.15,4,6,"night owl","table tennis",3,2,5,0,0,0,0,0,1,0,0,0,0,0,1
199,52.32,"east coast","noon",1,0.72,5,2,"night owl","football",6,2,5,0,0,0,0,0,0,0,1,0,0,0,1
200,34.25,"east coast","noon",0.28,0.03,4,5,"night owl","football",2,2,5,0,0,0,0,0,0,0,1,0,0,0,1
201,69.26,"east coast","noon",0.78,1,6,12,"early bird","frisbee",5,4,5,0,0,0,0,1,0,0,0,0,0,0,0
202,68.24,"east coast","noon",1,0.68,10,10,"night owl","martial arts",4,3,5,0,0,0,1,0,0,0,0,0,0,0,1
203,35.57,"east coast","noon",0.56,0.02,6,3,"night owl","table tennis",5,1,5,0,0,0,0,0,1,0,0,0,0,0,1
204,29.73,"east coast","noon",0.42,0.26,7,1,"night owl","martial arts",4,2,5,0,0,0,1,0,0,0,0,0,0,0,1
205,18.67,"east coast","noon",0.43,0,3,6,"night owl","table tennis",3,2,5,0,0,0,0,0,1,0,0,0,0,0,1
206,41.28,"east coast","noon",0.81,0.13,8,8,"night owl","gymnastics",4,3,5,0,1,0,0,0,0,0,0,0,0,0,1
207,22.12,"east coast","noon",1,0.1,6,5,"night owl","gymnastics",6,1,5,0,1,0,0,0,0,0,0,0,0,0,1
208,36.77,"east coast","noon",0.2,0.04,4,12,"night owl","curling",4,1,5,1,0,0,0,0,0,0,0,0,0,0,1
209,0.26,"east coast","noon",0.39,0.02,4,4,"night owl","football",5,3,5,0,0,0,0,0,0,0,1,0,0,0,1
210,20.66,"east coast","noon",0,0,3,0,"night owl","table tennis",3,2,5,0,0,0,0,0,1,0,0,0,0,0,1
211,45.23,"east coast","noon",0.62,1,0,1,"night owl","basketball",3,4,5,0,0,0,0,0,0,1,0,0,0,0,1
212,40.3,"east coast","noon",0.26,1,5,2,"night owl","basketball",3,2,5,0,0,0,0,0,0,1,0,0,0,0,1
213,0,"east coast","noon",0.2,0.15,0,5,"night owl","baseball",4,1,5,0,0,1,0,0,0,0,0,0,0,0,1
